News Outlet,Date of Tweet,Tweets Ago,Text,Positive Score,Neutral Score,Negative Score,Composite Score
@CBSNews,Sun Jul 29 15:16:29 +0000 2018,35,"""First of all, obstruction by tweet is not something that I think works real well. Generally obstruction is secret,… https://t.co/1OGlu2z27L",0.104,0.896,0.0,0.2732
@CBSNews,Sun Jul 29 15:12:30 +0000 2018,36,"@CBSNews Rudy Giuliani says he hopes to resolve possible Mueller interview by ""maybe this week"" https://t.co/npAOFbOpU7",0.278,0.722,0.0,0.6597
@CBSNews,Sun Jul 29 15:07:47 +0000 2018,37,"If President Trump meets with special counsel Robert Mueller, Rudy Giuliani tells @FaceTheNation the area of questi… https://t.co/iPFM00kTJM",0.137,0.863,0.0,0.4019
@CBSNews,Sun Jul 29 14:56:43 +0000 2018,38,"""We have negotiations going on,"" President Trump's personal lawyer Rudy Giuliani says on @FaceTheNation about Trump… https://t.co/6h02EmPj2Y",0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 14:49:33 +0000 2018,39,"President Trump tweeted about a ""very good and interesting meeting"" he says he had at the White House with the publ… https://t.co/B1Wp6MdIDc",0.245,0.755,0.0,0.7316
@CBSNews,Sun Jul 29 14:43:57 +0000 2018,40,"Half of Americans say President Trump is doing a good job on the economy, but his trade policies in particular do n… https://t.co/YcAXiLy5es",0.085,0.915,0.0,0.2382
@CBSNews,Sun Jul 29 14:27:52 +0000 2018,41,Expedition cruising is a rapidly-growing sector of the tourism industry that brings visitors to ecologically pristi… https://t.co/slHPGjzyAU,0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 14:09:48 +0000 2018,42,"Have money ruined by water, fire or pests? The U.S. Bureau of Engraving and Printing has examiners who will piece t… https://t.co/slYSUJeSCm",0.0,0.784,0.216,-0.6705
@CBSNews,Sun Jul 29 13:49:44 +0000 2018,43,"The shared office space industry - providing community for freelancers and small business operators, as well as per… https://t.co/synW8XXKhD",0.282,0.718,0.0,0.5994
@CBSNews,Sun Jul 29 13:35:10 +0000 2018,44,"A 6.4 magnitude earthquake killed at least 14 people and injured more than 160 on Indonesia's Lombok island, a popu… https://t.co/IdYFEhk7Vz",0.0,0.702,0.298,-0.802
@CBSNews,Sun Jul 29 13:25:05 +0000 2018,45,"RT @FaceTheNation: TODAY: @margbrennan questions...
✔️ @RudyGiuliani 
✔️ @larry_kudlow 
✔️ @SenatorShaheen 
✔️ @SenRonJohnson 
Don't miss @…",0.059,0.941,0.0,0.1139
@CBSNews,Sun Jul 29 13:03:04 +0000 2018,46,Blueprints for 3D-printed guns will soon be available following legal battle https://t.co/Q6IlsHun3d https://t.co/MIvCz3II5t,0.099,0.728,0.172,-0.2732
@CBSNews,Sun Jul 29 12:48:06 +0000 2018,47,Nurse captures heartwarming photo of elderly couple in NYC subway https://t.co/9XGSEEmREj https://t.co/hSpxSo3tm9,0.22,0.78,0.0,0.4767
@CBSNews,Sun Jul 29 12:33:04 +0000 2018,48,The regional accents Americans find the most – and least – attractive https://t.co/btuhPZ2Csv https://t.co/VCnnzRqouL,0.0,0.809,0.191,-0.3821
@CBSNews,Sun Jul 29 12:18:04 +0000 2018,49,"President Trump, RNC to send cash to Republican candidates nationwide https://t.co/3Tyq88qm6Y https://t.co/bayNKwKqcK",0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 12:03:03 +0000 2018,50,"3-year-old twins, Tom and Brady, fly 8,000 miles to meet their namesake Tom Brady https://t.co/S9LEGkrcSd https://t.co/c8SeFLwVcI",0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 11:48:04 +0000 2018,51,"At Ample Hills Creamery, every flavor tells a story https://t.co/PGpUg3Bfev https://t.co/sAtPHMXv9R",0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 11:33:03 +0000 2018,52,President Trump denies advance knowledge of son's meeting with Russian lawyer https://t.co/h5uiI5sPx6 https://t.co/X864ufvMNs,0.0,0.811,0.189,-0.4215
@CBSNews,Sun Jul 29 11:18:04 +0000 2018,53,"Jane Fonda says she, Dolly Parton and Lily Tomlin are returning for ""9 to 5"" sequel https://t.co/mLuIjGDW7Y https://t.co/VQpeyYEvXM",0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 11:03:04 +0000 2018,54,"""Dave,"" a movie about an accidental president, is adapted for the stage https://t.co/9hq5dra1gn https://t.co/ahJkt5CM2t",0.0,0.902,0.098,-0.0772
@CBSNews,Sun Jul 29 10:48:03 +0000 2018,55,Two former Ohio State students speak out on doctor's alleged sexual abuse https://t.co/EwvEb0XHdN https://t.co/uXcqqxUtiz,0.0,0.756,0.244,-0.6369
@CBSNews,Sun Jul 29 10:33:04 +0000 2018,56,Joaquin Castro talks about twin's possible 2020 presidential run https://t.co/yYKrKwcX9g https://t.co/1n9hPwp4c6,0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 10:18:03 +0000 2018,57,"Roseanne Barr apologizes for tweet, says she's a ""creative genius"" https://t.co/4IFMt92RzS https://t.co/OpwcpfzUSE",0.375,0.625,0.0,0.6597
@CBSNews,Sun Jul 29 10:03:02 +0000 2018,58,"Philadelphia to stop giving ICE access to arrest database, mayor says https://t.co/17XWvGopwN https://t.co/0NroTJDNzU",0.141,0.588,0.271,-0.296
@CBSNews,Sun Jul 29 09:48:03 +0000 2018,59,Student's mom is on the mend months after teacher donated a kidney https://t.co/r73DTINwH8 https://t.co/ZMA8IZphtG,0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 09:33:03 +0000 2018,60,"Record-breaking heat and fires are worsened by climate change, scientists say https://t.co/RonHZMoOQY https://t.co/vk1CFc4Ufq",0.0,0.805,0.195,-0.4404
@CBSNews,Sun Jul 29 09:18:03 +0000 2018,61,Mark Zuckerberg faces investors' criticism after Facebook's historic stock loss https://t.co/YDz8ChcZ62 https://t.co/zKNhJku2hU,0.0,0.658,0.342,-0.6369
@CBSNews,Sun Jul 29 09:03:04 +0000 2018,62,Former NY power broker Sheldon Silver begs judge for mercy after corruption trial https://t.co/npecVmi5wK https://t.co/3Y6sUqReaV,0.152,0.848,0.0,0.3612
@CBSNews,Sun Jul 29 08:48:04 +0000 2018,63,"Judge says government ""gets credit"" for reuniting immigrant families, but warns better system needed… https://t.co/6UF7oeLqQl",0.294,0.623,0.083,0.6187
@CBSNews,Sun Jul 29 08:33:03 +0000 2018,64,Priyanka Chopra and Nick Jonas are reportedly engaged https://t.co/Z8uwGuBipC https://t.co/TBcffo73ha,0.231,0.769,0.0,0.4019
@CBSNews,Sun Jul 29 08:18:04 +0000 2018,65,"Michael Avenatti claims 3 women were paid ""hush money"" before election https://t.co/qJCfgm0R90 https://t.co/YdOkXHAndG",0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 08:03:05 +0000 2018,66,10 of 11 relocated rhinos die as Kenya conservation bid backfires https://t.co/zLEcxvJQxt https://t.co/95G0Jit6B7,0.0,0.755,0.245,-0.5994
@CBSNews,Sun Jul 29 07:48:04 +0000 2018,67,"Taylor Swift donates hundreds of tickets to mourning Weymouth, Massachusetts police department… https://t.co/1D7ZegYSxV",0.115,0.701,0.185,-0.2732
@CBSNews,Sun Jul 29 07:33:03 +0000 2018,68,"""High probability"" former Bush doctor fatally shot on bike was targeted, police say https://t.co/gELyNt5JCE https://t.co/3xbZ6bKwZ8",0.0,0.769,0.231,-0.6369
@CBSNews,Sun Jul 29 07:18:04 +0000 2018,69,White House updates online transcript of Trump-Putin news conference https://t.co/NNx9npwxPQ https://t.co/2Duob8Yy1C,0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 07:03:04 +0000 2018,70,Old WWII ammo hampers forest fire fight in Germany https://t.co/SmjbkrHIsZ https://t.co/4glfY9PJ2T,0.0,0.643,0.357,-0.6124
@CBSNews,Sun Jul 29 06:48:03 +0000 2018,71,Arkansas company makes caskets that look like mini fishing boats https://t.co/wieBzlQaub https://t.co/jiiTxQz738,0.185,0.815,0.0,0.3612
@CBSNews,Sun Jul 29 06:33:05 +0000 2018,72,"Dad dances to Ciara's ""Level Up"" for son with leukemia, gets singer's attention https://t.co/JQQ5ZNglCK https://t.co/rNgbir8MD1",0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 06:18:04 +0000 2018,73,Hundreds attend funeral for Indiana family members killed in duck boat accident https://t.co/RPcqem54IO https://t.co/ugDfkCN60X,0.0,0.521,0.479,-0.8779
@CBSNews,Sun Jul 29 06:03:03 +0000 2018,74,Southwest CEO says no assigned seats -- for now https://t.co/orIJqhJXey https://t.co/kiH8SikdSq,0.0,0.82,0.18,-0.296
@CBSNews,Sun Jul 29 05:48:04 +0000 2018,75,Colombian drug cartel put a $70K bounty on this dog https://t.co/Umz69c83qJ https://t.co/c0AtWmDZm6,0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 05:33:03 +0000 2018,76,Republicans push to overhaul the Endangered Species Act before midterms https://t.co/avApSlGmZS https://t.co/CzOG7wwpDa,0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 05:18:03 +0000 2018,77,"Review: ""Mission: Impossible – Fallout"" impossible to follow, but great fun anyway https://t.co/funepqpM4r https://t.co/YEHgePoPDf",0.479,0.521,0.0,0.9022
@CBSNews,Sun Jul 29 05:14:05 +0000 2018,78,"New Orleans shooting leaves 3 dead, 7 injured https://t.co/0JaaWIoxAd https://t.co/WbAJu7S9KR",0.0,0.462,0.538,-0.7906
@CBSNews,Sun Jul 29 05:03:07 +0000 2018,79,"""We are Guinea pigs"": Filmmakers on the risks of medical devices https://t.co/9RSUwsy8pK https://t.co/KWKpfF7c9j",0.0,0.851,0.149,-0.2732
@CBSNews,Sun Jul 29 04:48:02 +0000 2018,80,Cops: Suspect in slaying of New York nurse caught holding woman captive in L.A. hotel https://t.co/afB3tMPfI7 https://t.co/XQF5RtgHlE,0.0,0.879,0.121,-0.296
@CBSNews,Sun Jul 29 04:33:03 +0000 2018,81,Details emerge about what happened before and after Demi Lovato's apparent overdose https://t.co/M1rJTkDc4O https://t.co/iNbSapcQBN,0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 04:18:03 +0000 2018,82,"""You're killin' me, Smalls"": Man wearing ""Sandlot"" T-shirt unknowingly takes a photo with ""Sandlot"" stars… https://t.co/X67g0osN58",0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 04:03:05 +0000 2018,83,"""Nasty"" sexploitation scam demands bitcoin ransom https://t.co/TmB6TmwvvC https://t.co/RRN26zV1Ap",0.0,0.654,0.346,-0.5719
@CBSNews,Sun Jul 29 03:58:06 +0000 2018,84,"5 dead in possible murder-suicide at nursing home, residence in Texas https://t.co/uXM4Rvd4gP https://t.co/tpg3MUqcYO",0.0,0.719,0.281,-0.6486
@CBSNews,Sun Jul 29 03:48:04 +0000 2018,85,The new American adult: Mom and dad help pay the bills https://t.co/1JphcirdtE https://t.co/oIIRYHi9MW,0.179,0.728,0.093,0.3182
@CBSNews,Sun Jul 29 03:33:03 +0000 2018,86,PewDiePie apologizes for making fun of Demi Lovato's hospitalization https://t.co/gSJkM8biBH https://t.co/mCctI0dQdF,0.392,0.608,0.0,0.7003
@CBSNews,Sun Jul 29 03:18:04 +0000 2018,87,"After Pruitt's exit, EPA rescinds order allowing polluting diesel truck engines https://t.co/PBkvlBYvBX https://t.co/YkpxQjtEXm",0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 03:03:05 +0000 2018,88,"On turning 50: ""Exploit the perspective that comes from age"" https://t.co/8s2ccll2TB https://t.co/fHsrDhdgc4",0.0,0.887,0.113,-0.1027
@CBSNews,Sun Jul 29 02:48:03 +0000 2018,89,"""Unbearable pain my heart"": Mom speaks out after crash that killed husband, 4 daughters https://t.co/c4MHQQuGCj https://t.co/CISs8wrTXM",0.0,0.533,0.467,-0.8885
@CBSNews,Sun Jul 29 02:33:04 +0000 2018,90,Mom and five children dead in Michigan motel fire https://t.co/k7v2N3JIPj https://t.co/R0Mo9ItW4z,0.0,0.573,0.427,-0.7717
@CBSNews,Sun Jul 29 02:24:05 +0000 2018,91,Florida police officer dies a week after being shot https://t.co/ZfGZg2LyvR https://t.co/NlXMdIXq3m,0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 02:18:03 +0000 2018,92,GDP growth touted as “historic” by President Trump is anything but https://t.co/fbkXq5kWZd https://t.co/owKkfSk1xF,0.129,0.791,0.079,0.1779
@CBSNews,Sun Jul 29 02:03:03 +0000 2018,93,Teen infected with hookworms after being buried in sand at Florida beach https://t.co/NJpoROnMih https://t.co/VTIJ1zA1MO,0.0,0.802,0.198,-0.4939
@CBSNews,Sun Jul 29 01:48:05 +0000 2018,94,Fourth suspect sentenced in live-streamed beating of disabled teen https://t.co/lyZxYbGbI0 https://t.co/2nCH5wd1Fi,0.0,0.559,0.441,-0.6486
@CBSNews,Sun Jul 29 01:33:03 +0000 2018,95,"Doctor charged with sexual battery on boy, 15, he said he was ""cuddling"" https://t.co/mF7hT76uj2 https://t.co/ydFuYUig6n",0.0,0.886,0.114,-0.2023
@CBSNews,Sun Jul 29 01:18:03 +0000 2018,96,Family takes down grandmother's wheelchair ramp under pressure from county https://t.co/IRpTW4cMLo https://t.co/D99X1o9UBR,0.0,0.833,0.167,-0.296
@CBSNews,Sun Jul 29 01:03:04 +0000 2018,97,"Carrie Fisher will appear in ""Star Wars: Episode IX"" https://t.co/Br4cr5bGc0 https://t.co/lJrwLbi3uZ",0.0,0.735,0.265,-0.5574
@CBSNews,Sun Jul 29 00:48:12 +0000 2018,98,"""Firenado"" seen in California wildfire is a scientific phenomenon https://t.co/ZhoxeCnKhv https://t.co/zYfLoaYBrv",0.0,1.0,0.0,0.0
@CBSNews,Sun Jul 29 00:33:03 +0000 2018,99,Man charged with intentionally starting nine Southern California fires https://t.co/h1ua3UEtd2 https://t.co/eAef02PbkV,0.0,0.847,0.153,-0.2023
@CBSNews,Sun Jul 29 00:32:05 +0000 2018,100,Magnitude-6.4 earthquake strikes Indonesia's Lombok island https://t.co/Nn5Y1Ib7hk https://t.co/3QMl0Hrbe9,0.0,0.737,0.263,-0.3612
@CNN,Sun Jul 29 17:18:00 +0000 2018,1,President Trump’s chief economic adviser Larry Kudlow on the criticism surrounding tariffs: “Don’t blame President… https://t.co/500k5oO8w2,0.0,0.725,0.275,-0.6486
@CNN,Sun Jul 29 17:05:20 +0000 2018,2,This man built a floating bicycle so he could clean trash from a river in order to raise awareness about plastic po… https://t.co/s70T5FO2pZ,0.129,0.871,0.0,0.4522
@CNN,Sun Jul 29 16:53:25 +0000 2018,3,Trump's 2020 campaign denies reports that it is producing flags in China https://t.co/OoiPiKjcFf https://t.co/FlJ4efPygH,0.0,0.823,0.177,-0.4215
@CNN,Sun Jul 29 16:40:53 +0000 2018,4,"Trump lawyer Rudy Giuliani once praised Michael Cohen as 'honest,' but now says Cohen has 'lied all his life'… https://t.co/AuzdI38OLV",0.089,0.766,0.145,-0.3182
@CNN,Sun Jul 29 16:31:12 +0000 2018,5,What you need to know about 'stand your ground' laws https://t.co/ouj4Dp8ots https://t.co/cd2fY6FhNZ,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 16:16:39 +0000 2018,6,"The United Nations has verified 7,000 cases of children either killed or maimed in Syria's seven-year war, but says… https://t.co/5DDdEc5z8S",0.079,0.705,0.216,-0.5106
@CNN,Sun Jul 29 16:04:04 +0000 2018,7,Palestinian teen activist Ahed Tamimi has been released from an Israeli prison after serving an 8-month prison sent… https://t.co/AvPuJbaTDm,0.0,0.72,0.28,-0.765
@CNN,Sun Jul 29 15:54:15 +0000 2018,8,5 metrics that suggest Democrats are poised for big wins 100 days to the midterms | Analysis by @ForecasterEnten… https://t.co/SEzQTXjMmZ,0.263,0.737,0.0,0.6908
@CNN,Sun Jul 29 15:40:05 +0000 2018,9,"A manhunt is underway for two suspects accused of killing three people and injuring seven others in New Orleans, th… https://t.co/CNYraRdA9T",0.0,0.654,0.346,-0.8402
@CNN,Sun Jul 29 15:31:32 +0000 2018,10,"On this day in 1958, President Dwight D. Eisenhower signed the National Aeronautics and Space Act, which establishe… https://t.co/TpVjqvFWso",0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 15:15:10 +0000 2018,11,There are 100 days to the midterm election. Here's what to watch: https://t.co/yqi6ZX3a41 https://t.co/PgkWJY6vbC,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 15:01:14 +0000 2018,12,Civil rights icon and Georgia congressman Rep. John Lewis has been hospitalized but is expected to be released late… https://t.co/Y8KpPUJefT,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 15:01:06 +0000 2018,13,A clinical trial run by UCLA is testing a potentially pioneering form of immunotherapy that could turn a patient's… https://t.co/ILFbFlqJXL,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 14:56:11 +0000 2018,14,"2018 is on pace to be the fourth hottest year on record, according to data from the National Oceanic and Atmospheri… https://t.co/K6FMntJR1t",0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 14:40:06 +0000 2018,15,Recep Tayyip Erdogan denies that Turkey has agreed to free a detained American pastor as part of a possible deal wi… https://t.co/iiiT1mdcfX,0.201,0.595,0.204,-0.0258
@CNN,Sun Jul 29 14:30:07 +0000 2018,16,A 12-year-old boy who can't speak wrote a book with his eyes https://t.co/GmvT6OSsUY https://t.co/t1w6FJR6iN,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 14:22:29 +0000 2018,17,President Trump threatens to push the government into shutdown ahead of the coming appropriations deadline if Congr… https://t.co/F4KsOZEbdv,0.0,0.867,0.133,-0.3818
@CNN,Sun Jul 29 14:16:06 +0000 2018,18,What sparks your curiosity? See how Steve Jobs and other curious entrepreneurs revolutionized our world through tec… https://t.co/J3649I6KqG,0.119,0.881,0.0,0.3182
@CNN,Sun Jul 29 14:00:13 +0000 2018,19,Palestinian teenage activist Ahed Tamimi has been freed from an Israeli prison after serving an eight-month prison… https://t.co/KkXsei7Zl0,0.123,0.727,0.15,-0.1531
@CNN,Sun Jul 29 13:46:52 +0000 2018,20,The former mayor of New Orleans Mitch Landrieu says he is a “radical centrist”: “I don’t think abolishing ICE is a… https://t.co/t7L2vJiZPw,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 17:18:00 +0000 2018,21,President Trump’s chief economic adviser Larry Kudlow on the criticism surrounding tariffs: “Don’t blame President… https://t.co/500k5oO8w2,0.0,0.725,0.275,-0.6486
@CNN,Sun Jul 29 17:05:20 +0000 2018,22,This man built a floating bicycle so he could clean trash from a river in order to raise awareness about plastic po… https://t.co/s70T5FO2pZ,0.129,0.871,0.0,0.4522
@CNN,Sun Jul 29 16:53:25 +0000 2018,23,Trump's 2020 campaign denies reports that it is producing flags in China https://t.co/OoiPiKjcFf https://t.co/FlJ4efPygH,0.0,0.823,0.177,-0.4215
@CNN,Sun Jul 29 16:40:53 +0000 2018,24,"Trump lawyer Rudy Giuliani once praised Michael Cohen as 'honest,' but now says Cohen has 'lied all his life'… https://t.co/AuzdI38OLV",0.089,0.766,0.145,-0.3182
@CNN,Sun Jul 29 16:31:12 +0000 2018,25,What you need to know about 'stand your ground' laws https://t.co/ouj4Dp8ots https://t.co/cd2fY6FhNZ,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 16:16:39 +0000 2018,26,"The United Nations has verified 7,000 cases of children either killed or maimed in Syria's seven-year war, but says… https://t.co/5DDdEc5z8S",0.079,0.705,0.216,-0.5106
@CNN,Sun Jul 29 16:04:04 +0000 2018,27,Palestinian teen activist Ahed Tamimi has been released from an Israeli prison after serving an 8-month prison sent… https://t.co/AvPuJbaTDm,0.0,0.72,0.28,-0.765
@CNN,Sun Jul 29 15:54:15 +0000 2018,28,5 metrics that suggest Democrats are poised for big wins 100 days to the midterms | Analysis by @ForecasterEnten… https://t.co/SEzQTXjMmZ,0.263,0.737,0.0,0.6908
@CNN,Sun Jul 29 15:40:05 +0000 2018,29,"A manhunt is underway for two suspects accused of killing three people and injuring seven others in New Orleans, th… https://t.co/CNYraRdA9T",0.0,0.654,0.346,-0.8402
@CNN,Sun Jul 29 15:31:32 +0000 2018,30,"On this day in 1958, President Dwight D. Eisenhower signed the National Aeronautics and Space Act, which establishe… https://t.co/TpVjqvFWso",0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 15:15:10 +0000 2018,31,There are 100 days to the midterm election. Here's what to watch: https://t.co/yqi6ZX3a41 https://t.co/PgkWJY6vbC,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 15:01:14 +0000 2018,32,Civil rights icon and Georgia congressman Rep. John Lewis has been hospitalized but is expected to be released late… https://t.co/Y8KpPUJefT,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 15:01:06 +0000 2018,33,A clinical trial run by UCLA is testing a potentially pioneering form of immunotherapy that could turn a patient's… https://t.co/ILFbFlqJXL,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 14:56:11 +0000 2018,34,"2018 is on pace to be the fourth hottest year on record, according to data from the National Oceanic and Atmospheri… https://t.co/K6FMntJR1t",0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 14:40:06 +0000 2018,35,Recep Tayyip Erdogan denies that Turkey has agreed to free a detained American pastor as part of a possible deal wi… https://t.co/iiiT1mdcfX,0.201,0.595,0.204,-0.0258
@CNN,Sun Jul 29 14:30:07 +0000 2018,36,A 12-year-old boy who can't speak wrote a book with his eyes https://t.co/GmvT6OSsUY https://t.co/t1w6FJR6iN,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 14:22:29 +0000 2018,37,President Trump threatens to push the government into shutdown ahead of the coming appropriations deadline if Congr… https://t.co/F4KsOZEbdv,0.0,0.867,0.133,-0.3818
@CNN,Sun Jul 29 14:16:06 +0000 2018,38,What sparks your curiosity? See how Steve Jobs and other curious entrepreneurs revolutionized our world through tec… https://t.co/J3649I6KqG,0.119,0.881,0.0,0.3182
@CNN,Sun Jul 29 14:00:13 +0000 2018,39,Palestinian teenage activist Ahed Tamimi has been freed from an Israeli prison after serving an eight-month prison… https://t.co/KkXsei7Zl0,0.123,0.727,0.15,-0.1531
@CNN,Sun Jul 29 13:46:52 +0000 2018,40,The former mayor of New Orleans Mitch Landrieu says he is a “radical centrist”: “I don’t think abolishing ICE is a… https://t.co/t7L2vJiZPw,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 13:46:05 +0000 2018,41,Three new polls show bad news for Republicans ahead of the midterm elections https://t.co/xbfpqVTIp4 https://t.co/3fCfLLjM2d,0.0,0.8,0.2,-0.5423
@CNN,Sun Jul 29 13:31:00 +0000 2018,42,"The future of Sky Bars, NECCO wafers, and Sweethearts is in limbo after NECCO, the oldest American candy company, s… https://t.co/fJ7rqeks2V",0.16,0.84,0.0,0.5859
@CNN,Sun Jul 29 13:30:08 +0000 2018,43,"20 times that Trump and his allies denied he knew of the 2016 Trump Tower meeting 
https://t.co/7PuzZxBnBu https://t.co/QCBKHw9FnY",0.0,0.854,0.146,-0.4404
@CNN,Sun Jul 29 13:20:17 +0000 2018,44,Former White House communications director Anthony Scaramucci on the White House barring CNN's Kaitlan Collins from… https://t.co/MDxTSQ66Fa,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 13:16:02 +0000 2018,45,A city once known as America's foreclosure capital will become the first in the US to participate in a test of Univ… https://t.co/AHaazLPWXb,0.0,0.93,0.07,-0.128
@CNN,Sun Jul 29 13:08:58 +0000 2018,46,"“There’s certainly been a breach in the relationship,” between President Trump and Michael Cohen says former WH com… https://t.co/OKqPkm63pA",0.124,0.876,0.0,0.34
@CNN,Sun Jul 29 13:01:06 +0000 2018,47,The Trump administration wants to roll back the Endangered Species Act. These 10 animals might not be here today wi… https://t.co/goAQn1TxuL,0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 12:31:00 +0000 2018,48,"No, this car wasn't split in half. It's Solo, an electric vehicle with one seat and three wheels.… https://t.co/gAfqougR2R",0.0,0.891,0.109,-0.296
@CNN,Sun Jul 29 12:30:06 +0000 2018,49,"A police officer in Meridian, Mississippi, has been fired after using his stun gun against a handcuffed suspect dur… https://t.co/C1aC5wRvqd",0.0,0.647,0.353,-0.802
@CNN,Sun Jul 29 12:16:06 +0000 2018,50,"This concrete (yes, concrete) is going high-tech https://t.co/1eRf2U1jRQ https://t.co/k7YEF0mtZU",0.0,1.0,0.0,0.0
@CNN,Sun Jul 29 12:01:06 +0000 2018,51,"'Recovering addict' secretly treats a table of EMTs to breakfast, bringing them to tears https://t.co/BC0hdJ5UwM https://t.co/gEdL3p6kNV",0.0,0.881,0.119,-0.2263
@CNN,Sun Jul 29 11:31:00 +0000 2018,52,This Florida police officer helped a homeless man shave to help him land a job at a restaurant… https://t.co/0F0chS7Lkg,0.153,0.847,0.0,0.4019
@CNN,Sun Jul 29 11:30:06 +0000 2018,53,"Pope Francis has accepted the resignation of Cardinal Theodore McCarrick, who led the Archdiocese of Washington, af… https://t.co/AS3EW5ob7L",0.103,0.788,0.108,-0.0258
@CNN,Sun Jul 29 11:01:06 +0000 2018,54,A zoo is accused of painting a donkey and passing it off as a zebra https://t.co/Zpvlhe1t5U https://t.co/hygAA2yL4u,0.0,0.855,0.145,-0.296
@CNN,Sun Jul 29 10:46:03 +0000 2018,55,Drought woes? This tech can literally make it rain by using planes to target clouds and draw out more rain from them https://t.co/NYncHJh3Lm,0.0,0.884,0.116,-0.4404
@CNN,Sun Jul 29 10:31:00 +0000 2018,56,This new NASA animation shows the dramatic increase of near-Earth objects. See how many asteroids and comets have c… https://t.co/ppofrOsvA2,0.108,0.892,0.0,0.3182
@CNN,Sun Jul 29 10:30:10 +0000 2018,57,"""She doesn't want to let go."" A mourning orca mom carried her dead baby for days through the ocean… https://t.co/phYuyIdDUR",0.0,0.655,0.345,-0.8137
